appid,name,key_0,game_name,rank,meta_score,user_score,critic_url,4Players.de,Adventure Gamers,Android Central,App Trigger,Areajugones,Atomix,Attack of the Fanboy,AusGamers,BaziCenter,Buried Treasure,But Why Tho?,CD-Action,CGMagazine,COGconnected,Carole Quintaine,Checkpoint Gaming,Comicbook.com,Critical Hit,Cubed3,Cultured Vultures,DarkStation,DarkZero,Destructoid,Dexerto,Digital Chumps,Digital Spy,Digital Trends,Digitally Downloaded,DualShockers,EGM,Easy Allies,Edge Magazine,Eurogamer Italy,Everyeye.it,Finger Guns,Forbes,GAMES.CH,GAMINGbible,GMW3,GRYOnline.pl,Game Debate,Game Informer,Game Over Online,Game Rant,Game Revolution,Game World Navigator Magazine,GameByte,GameCrate,GameCritics,GameGrin,GameMAG,GameOver.gr,GameSkinny,GameSpace,GameSpew,GameSpot,GameStar,GameWatcher,Gameblog.fr,Gamepressure,Gamer Escape,Gamer.nl,Gamer.no,Gamers Heroes,Gamers' Temple,Gamersky,Games.cz,GamesBeat,GamesHub,GamesRadar+,Gaming Age,Gaming Nexus,GamingBolt,GamingTrend,Gfinity,God is a Geek,Guardian,Hardcore Gamer,Het Nieuwsblad,Hey Poor Player,Hobby Consolas,Hooked Gamers,IGN,IGN Adria,IGN France,IGN Italia,IGN Japan,IGN Portugal,IGN Spain,Impulsegamer,Inverse,JeuxActu,Jeuxvideo.com,KeenGamer,LEVEL (Czech Republic),Launcher (The Washington Post),LevelUp,M3,MGG Spain,MMORPG.com,Malditos Nerds,Meristation,Merlin'in Kazanı (Turkey),Metro GameCentral,Millenium,Multiplayer.it,NME,New Game Network,Noisy Pixel,PC Gamer,PC Games,PC Invasion,PCGamesN,PCMag,PLAY! Zine,PlaySense,Player 2,Power Unlimited,Press Start Australia,Quarter to Three,RPG Fan,RPG Site,RPGamer,Ragequit.gr,Riot Pixels,Road to VR,SECTOR.sk,Screen Rant,Shacknews,Shindig,Siliconera,Slant Magazine,Softpedia,SpazioGames,Stevivor,Telegraph,The Digital Fix,The Games Machine,The Indie Game Website,The Loadout,The Mako Reactor,The Overpowered Noobs,TheGamer,TheSixthAxis,TierraGamer,TrueGaming,Trusted Reviews,Twinfinite,UploadVR,VG247,VGC,Vandal,Vgames,Washington Post,Wccftech,We Got This Covered,WellPlayed,Windows Central,Worth Playing,XGN,ZTGD,null_404,parsed_name_x,parsed_name_y
1307580,TOEM,toem,TOEM,91,79,7,/game/pc/toem/critic-reviews,,90.0,,,,,,,,,,80.0,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,90.0,,,,,,75.0,,,,,,,,,70.0,,,,80.0,,,90.0,,,,,,,,,,,,83.0,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,TOEM,TOEM
1306630,Lost Ruins,lostruins,Lost Ruins,295,61,8.3,/game/pc/lost-ruins/critic-reviews,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,65.0,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LostRuins,LostRuins
1304340,Monster Energy Supercross - The Official Videogame 4,monsterenergysupercrosstheofficialvideogame4,Monster Energy Supercross - The Official Videogame 4,244,69,tbd,/game/pc/monster-energy-supercross---the-official-videogame-4/critic-reviews,,,,,,,,,,,,70.0,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,80.0,,,,,,,,,,,,,,,80.0,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,65.0,,,,70.0,70.0,70.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MonsterEnergySupercrossTheOfficialVideogame4,MonsterEnergySupercrossTheOfficialVideogame4
1303950,Toodee and Topdee,toodeeandtopdee,Toodee and Topdee,177,74,8.6,/game/pc/toodee-and-topdee/critic-reviews,,,,,,,,,,,,,,,,,,,,,,80.0,,,80.0,,,70.0,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,80.0,,,,,,,,,,ToodeeandTopdee,ToodeeandTopdee
1301950,Time Loader,timeloader,Time Loader,89,79,6.8,/game/pc/time-loader/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,85.0,,,,,,,,,,,,,,,,,,,,,,90.0,,,,90.0,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TimeLoader,TimeLoader
1301210,Knockout City™,knockoutcity,Knockout City,83,80,6.4,/game/pc/knockout-city/critic-reviews,,,,,,80.0,70.0,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,75.0,,,,,,,80.0,,,,,,65.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,70.0,,80.0,,,,,,90.0,,,,,,,,,,75.0,,,,,,,,,,,,,75.0,,,,90.0,,,,,,,,,,,,,,,,,,,80.0,,,,,70.0,,,,76.0,,,,,80.0,,83.0,,,,,,,75.0,,,,,,80.0,,,,,KnockoutCity,KnockoutCity
1299360,Mighty Goose,mightygoose,Mighty Goose,215,71,7.4,/game/pc/mighty-goose/critic-reviews,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,80.0,,,,,,,,,,,,,,,,30.0,,,,,80.0,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,MightyGoose,MightyGoose
1297330,Olija,olija,Olija,134,77,6.4,/game/pc/olija/critic-reviews,,,,,,,,80.0,,,,75.0,,82.0,,,,,,,60.0,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,90.0,80.0,,,,,80.0,,,70.0,,70.0,,,,,,,,,,,,,,,,80.0,60.0,,70.0,,,70.0,,,,,,,80.0,,,80.0,,,,,,,,,83.0,,,,,,,85.0,83.0,70.0,90.0,,,,,75.0,,75.0,,,,,,,,,70.0,90.0,,,,80.0,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,85.0,,Olija,Olija
1297300,THE SHORE,theshore,THE SHORE,302,59,5.9,/game/pc/the-shore/critic-reviews,,,,,,,,,,72.0,,50.0,,,,,,70.0,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,60.0,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THESHORE,THESHORE
1296980,Forgotten Fields,forgottenfields,Forgotten Fields,305,59,tbd,/game/pc/forgotten-fields/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,30.0,,,,60.0,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,ForgottenFields,ForgottenFields
1296360,Archvale,archvale,Archvale,53,82,7.7,/game/pc/archvale/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,75.0,,,90.0,,,,,,,,,70.0,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Archvale,Archvale
1295790,The Longest Road on Earth,thelongestroadonearth,The Longest Road on Earth,218,71,5.8,/game/pc/the-longest-road-on-earth/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,70.0,,,,,60.0,,,,,,,,,70.0,,,,90.0,,,,,,,,,,,TheLongestRoadonEarth,TheLongestRoadonEarth
1295500,"Warhammer 40,000: Battlesector","warhammer40,000battlesector","Warhammer 40,000: Battlesector",169,74,7.6,/game/pc/warhammer-40000-battlesector/critic-reviews,,,,,,,,,,,,75.0,,82.0,,80.0,,,,60.0,,,,,,,,,,,,,70.0,70.0,,,,,,,,,,,,,,,75.0,,,,,,,,61.0,80.0,,,,,,,,,60.0,,,,,,,,,,,,,,,80.0,80.0,,,74.0,,,,96.0,,,,,,,,,,,,,,,,68.0,,,,74.0,,80.0,70.0,,,,,,,,,,,,74.0,,,,,,,,85.0,70.0,,,,72.0,,,,,,,,,,,,,,,,,,,,80.0,,,,,"Warhammer40,000Battlesector","Warhammer40,000Battlesector"
1293160,The Medium,themedium,The Medium,163,75,7.2,/game/pc/the-medium/critic-reviews,,60.0,,65.0,60.0,,,,,,,,45.0,,,,,85.0,80.0,,90.0,70.0,60.0,,,,,,,,,,80.0,,,,,,,90.0,,68.0,90.0,,,,,75.0,90.0,85.0,80.0,,,90.0,,90.0,84.0,85.0,,,,,,95.0,70.0,85.0,,,,50.0,,,,,,,,80.0,,80.0,,,,,,,,,,,,,70.0,,60.0,,,,,,65.0,,70.0,,80.0,90.0,,62.0,,92.0,50.0,75.0,60.0,60.0,,,91.0,,,,,,,,69.0,,,,60.0,,,,,80.0,,,90.0,88.0,60.0,,,,,80.0,,,,,,,,,90.0,,,,,,80.0,,,,TheMedium,TheMedium
1289380,Sheltered 2,sheltered2,Sheltered 2,299,60,tbd,/game/pc/sheltered-2/critic-reviews,,,,,,,,,,,,,,68.0,,70.0,,,,,,,,,,,,60.0,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,75.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,Sheltered2,Sheltered2
1287840,Disciples: Liberation,disciplesliberation,Disciples: Liberation,203,72,4.4,/game/pc/disciples-liberation/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,75.0,,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,70.0,,,,,,75.0,,,,,,,86.0,,,,80.0,,,,,,,,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,DisciplesLiberation,DisciplesLiberation
1283410,Tails of Iron,tailsofiron,Tails of Iron,69,81,8.3,/game/pc/tails-of-iron/critic-reviews,,,,,,,,,,,,85.0,,85.0,,,,,,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,70.0,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,90.0,,,,,,,,78.0,,,,82.0,,,,,,90.0,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,TailsofIron,TailsofIron
1282730,Loop Hero,loophero,Loop Hero,58,82,8.1,/game/pc/loop-hero/critic-reviews,68.0,,,,,,70.0,,,,,85.0,,88.0,,80.0,,,,,,,,,86.0,,,,,,,50.0,80.0,82.0,,,,60.0,,,,85.0,85.0,90.0,,,,,80.0,95.0,,,,,80.0,80.0,85.0,,80.0,,90.0,80.0,,80.0,88.0,,70.0,,,,,90.0,,,,90.0,,90.0,80.0,80.0,,98.0,80.0,,,80.0,,,80.0,90.0,,,75.0,,80.0,,,,86.0,,95.0,82.0,,,,88.0,,79.0,85.0,83.0,80.0,90.0,80.0,,,,,,,,,,,91.0,,,,80.0,90.0,90.0,,80.0,90.0,,,,,90.0,,,,,90.0,80.0,73.0,,,90.0,,,,85.0,,,,,,,,,,,LoopHero,LoopHero
1281590,The Dark Pictures Anthology: House of Ashes,thedarkpicturesanthologyhouseofashes,The Dark Pictures Anthology: House of Ashes,197,73,7.9,/game/pc/the-dark-pictures-anthology-house-of-ashes/critic-reviews,,80.0,,,,,,,,,,,85.0,,,30.0,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,78.0,,,90.0,,,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,,,,,60.0,,,,,,,,,,,75.0,,,70.0,,,,,,,75.0,,,,,,,80.0,60.0,80.0,,,,,,,,,,,,,72.0,,,,80.0,,,20.0,,,,,,,,,,,80.0,,79.0,,,,,,,,,,90.0,,,,,,,,TheDarkPicturesAnthologyHouseofAshes,TheDarkPicturesAnthologyHouseofAshes
1280300,Steel Assault,steelassault,Steel Assault,129,77,tbd,/game/pc/steel-assault/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,85.0,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,80.0,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,SteelAssault,SteelAssault
1277400,Monster Hunter Stories 2: Wings of Ruin,monsterhunterstories2wingsofruin,Monster Hunter Stories 2: Wings of Ruin,57,82,7.8,/game/pc/monster-hunter-stories-2-wings-of-ruin/critic-reviews,,,,,,,90.0,,80.0,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,90.0,,,,,,,75.0,75.0,,,,,,,,,,,,,,,,,80.0,,,,,,,,80.0,,,85.0,,,,,,,,,,,,,,,,,,,80.0,,,,,80.0,90.0,80.0,80.0,,,,,,85.0,,,80.0,,,,,,,,,,,,,80.0,,,,,,,,,,,80.0,,,,80.0,,,,,80.0,,90.0,90.0,,,,,MonsterHunterStories2WingsofRuin,MonsterHunterStories2WingsofRuin
1276790,Ruined King: A League of Legends Story™,ruinedkingaleagueoflegendsstory,Ruined King: A League of Legends Story,73,80,7.7,/game/pc/ruined-king-a-league-of-legends-story/critic-reviews,,,,,,,,,,,,,,80.0,,70.0,,,,,,,,,85.0,,,,,,,,,85.0,,,,,,,,70.0,,,,,,,,,,,,,,,83.0,,,,,,,,,74.0,,,,,,,,,90.0,,,,,,,,,,80.0,83.0,,,,,,,80.0,,,,,,,,,,82.0,,80.0,85.0,80.0,,,75.0,80.0,,,,,,,79.0,,,84.0,80.0,,87.0,,,,,,,,,,,,,,88.0,,,,,,,82.0,,,,,,,83.0,,,90.0,,,,,,,,RuinedKingALeagueofLegendsStory,RuinedKingALeagueofLegendsStory
1272160,The Life and Suffering of Sir Brante,thelifeandsufferingofsirbrante,The Life and Suffering of Sir Brante,86,80,8.6,/game/pc/the-life-and-suffering-of-sir-brante/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,65.0,,,80.0,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,82.0,,,,,,,,,,,,,85.0,,,,68.0,,,,,,,,,,,,,75.0,80.0,,,,,,,,,,,,,,,,,,75.0,,85.0,,,,TheLifeandSufferingofSirBrante,TheLifeandSufferingofSirBrante
1272070,Silicon Dreams,silicondreams,Silicon Dreams,67,81,tbd,/game/pc/silicon-dreams/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,65.0,,,,89.0,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,SiliconDreams,SiliconDreams
1271700,HOT WHEELS UNLEASHED™,hotwheelsunleashed,Hot Wheels Unleashed,122,78,8.2,/game/pc/hot-wheels-unleashed/critic-reviews,,,,,,,,,,,,,,,,,,,,,,70.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,75.0,,,65.0,,,,,,,,,,,,95.0,,75.0,,,,,,90.0,,85.0,,,,,,,,,,,70.0,,,,,,,,,,,,75.0,,,78.0,,,70.0,65.0,,,,,,,,,,,,,,,,,,,,,,77.0,,,,77.0,,,,,,,,,,,,,,,,,,,,,,,,,HotWheelsUnleashed,HOTWHEELSUNLEASHED
1271400,Adios,adios,Adios,108,78,6.4,/game/pc/adios/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,70.0,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,65.0,,,75.0,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,80.0,,,,,,,,,80.0,,,,,,,,,,,Adios,Adios
1265820,Fights in Tight Spaces,fightsintightspaces,Fights in Tight Spaces,125,78,7.4,/game/pc/fights-in-tight-spaces/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,90.0,,,,,,,,,,,,,,75.0,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,80.0,,,,,,,,,,,,78.0,80.0,,,83.0,,,,,,,83.0,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,90.0,,,,,,,,83.0,,,,,,,,,,,FightsinTightSpaces,FightsinTightSpaces
1263070,Blightbound,blightbound,Blightbound,304,59,tbd,/game/pc/blightbound/critic-reviews,,,,,,,,,,,,,,66.0,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,80.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,60.0,,40.0,,50.0,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blightbound,Blightbound
1259420,Days Gone,daysgone,Days Gone,147,76,8.7,/game/pc/days-gone/critic-reviews,82.0,,,,80.0,,70.0,,,,80.0,90.0,80.0,75.0,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,65.0,,80.0,,,,90.0,,,80.0,90.0,,80.0,,80.0,,70.0,,,,,,,,80.0,,,,83.0,85.0,80.0,90.0,50.0,,,,40.0,,,,,,,,,70.0,,,,80.0,75.0,,,,,,,70.0,,80.0,76.0,60.0,75.0,80.0,,,80.0,63.0,80.0,,80.0,,60.0,,,,,,,,,80.0,,,,80.0,,70.0,,,,80.0,,,,88.0,,,,,70.0,,82.0,,,,,,,82.0,75.0,,,,,,88.0,,,,DaysGone,DaysGone
1258220,Song of Iron,songofiron,Song of Iron,220,71,3.8,/game/pc/song-of-iron/critic-reviews,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,60.0,,,,,,,,,,,SongofIron,SongofIron
1257290,Atelier Ryza 2: Lost Legends & the Secret Fairy,atelierryza2lostlegends&thesecretfairy,Atelier Ryza 2: Lost Legends & the Secret Fairy,24,84,7.7,/game/pc/atelier-ryza-2-lost-legends-the-secret-fairy/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,90.0,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,90.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,80.0,,,,,,,,AtelierRyza2LostLegends&theSecretFairy,AtelierRyza2LostLegends&theSecretFairy
1252330,DEATHLOOP,deathloop,Deathloop,11,86,5,/game/pc/deathloop/critic-reviews,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,74.0,100.0,,,100.0,,,,,,,85.0,80.0,80.0,70.0,,,,,,,,,,,,,,,,,,90.0,,,,97.0,100.0,,,,,90.0,,,,,80.0,,,,,,,90.0,,,,,75.0,,,80.0,,89.0,,90.0,100.0,,,,,,,,,,,82.0,77.0,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,Deathloop,DEATHLOOP
1248130,Farming Simulator 22,farmingsimulator22,Farming Simulator 22,111,78,5.7,/game/pc/farming-simulator-22/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,80.0,,,,75.0,80.0,80.0,,,90.0,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,FarmingSimulator22,FarmingSimulator22
1246250,An Airport for Aliens Currently Run by Dogs,anairportforalienscurrentlyrunbydogs,An Airport for Aliens Currently Run by Dogs,287,64,tbd,/game/pc/an-airport-for-aliens-currently-run-by-dogs/critic-reviews,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,65.0,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,70.0,,,,,,,,,,,,,,,,,,,AnAirportforAliensCurrentlyRunbyDogs,AnAirportforAliensCurrentlyRunbyDogs
1244460,Jurassic World Evolution 2,jurassicworldevolution2,Jurassic World Evolution 2,136,77,6.4,/game/pc/jurassic-world-evolution-2/critic-reviews,,,,,80.0,,,,,,85.0,,,,,50.0,,,,,,,,,,,,,,,,,,80.0,,,,,,75.0,,,,,,,,,,,,,,90.0,,,80.0,65.0,,,,,,,,,60.0,,,80.0,,,,95.0,,,80.0,,,,,,70.0,,,75.0,,,,,,,80.0,,,,,,,,,,,,80.0,82.0,80.0,,,72.0,90.0,,70.0,,,,,,,,,,,,,,,50.0,90.0,,,,,65.0,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,JurassicWorldEvolution2,JurassicWorldEvolution2
1243890,Sword of the Necromancer,swordofthenecromancer,Sword of the Necromancer,238,69,7.5,/game/pc/sword-of-the-necromancer/critic-reviews,58.0,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,60.0,,,,,,,,,,,,,,,,,,70.0,,85.0,,55.0,,,,,,93.0,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,SwordoftheNecromancer,SwordoftheNecromancer
1243690,Gods Will Fall,godswillfall,Gods Will Fall,231,70,4.4,/game/pc/gods-will-fall/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,40.0,70.0,,60.0,,,,,78.0,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,65.0,,,,,,,,,65.0,,,,,,,,84.0,60.0,75.0,,,,,,,,,,,,,,,,,,,,,,68.0,,,,,,,,,50.0,,,,,,,,,,,,80.0,,,,,,,,GodsWillFall,GodsWillFall
1240440,Halo Infinite,haloinfinite,Halo Infinite,75,80,7,/game/pc/halo-infinite/critic-reviews,,,,,,,70.0,,,,,,,76.0,,80.0,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,90.0,75.0,,75.0,,,,,,,,,,84.0,90.0,,80.0,,,,,,,70.0,,,,75.0,,,90.0,,,,80.0,80.0,,,,,,,,,,,,,,80.0,,,,80.0,,,,,,,,80.0,,100.0,,,78.0,80.0,85.0,80.0,90.0,,,,,,,,,,,65.0,,,,,,,60.0,,,,,,95.0,,80.0,,,,,,,,,,,,,,,80.0,,,,90.0,,,,HaloInfinite,HaloInfinite
1233590,Warhammer Age of Sigmar: Storm Ground,warhammerageofsigmarstormground,Warhammer Age of Sigmar: Storm Ground,282,64,4.6,/game/pc/warhammer-age-of-sigmar-storm-ground/critic-reviews,66.0,,,,,,,,,,,,,84.0,,80.0,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,60.0,,,75.0,,,,,59.0,60.0,,70.0,,,,,,,,,,,,,,,60.0,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,WarhammerAgeofSigmarStormGround,WarhammerAgeofSigmarStormGround
1229460,Dice Legacy,dicelegacy,Dice Legacy,226,70,tbd,/game/pc/dice-legacy/critic-reviews,,,,,,,,,,,,70.0,,82.0,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,70.0,,,,50.0,,,,63.0,,,,,,,,76.0,,,,,,,,,,,,,,,,,,,,60.0,72.0,,,,,,,70.0,,,,,,,,,,,,70.0,85.0,,,,70.0,70.0,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,DiceLegacy,DiceLegacy
1229380,Everhood,everhood,Everhood,25,84,7.2,/game/pc/everhood/critic-reviews,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,85.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,90.0,,,,,,,,,,,,,,79.0,,,,,,,,,,,Everhood,Everhood
1227690,Severed Steel,severedsteel,Severed Steel,170,74,6.3,/game/pc/severed-steel/critic-reviews,,,,,,,,,,,,75.0,,,,,,,,,,60.0,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,78.0,70.0,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,80.0,,,,,,80.0,,,,80.0,,,,,,,,,,,,,,,,,,80.0,,SeveredSteel,SeveredSteel
1222370,Necromunda: Hired Gun,necromundahiredgun,Necromunda: Hired Gun,296,61,6.3,/game/pc/necromunda-hired-gun/critic-reviews,60.0,,,,,,60.0,,,,,60.0,,70.0,,50.0,,,,,,,,,,,,,,,,,60.0,55.0,,,,,,,,,,,,69.0,,,65.0,,,,60.0,,,,70.0,50.0,,,,,,,,,80.0,,,,,,,,,,,,,,,60.0,50.0,,,59.0,,,,,,,50.0,,,,,,65.0,,,,,,60.0,55.0,,53.0,,48.0,,75.0,60.0,,80.0,,,,,60.0,,,,,62.0,,,,,,,,,53.0,,,,78.0,,,,,,70.0,,,,,,60.0,,85.0,,,,,,,,,,,NecromundaHiredGun,NecromundaHiredGun
