game_name,rank,meta_score,user_score,critic_url,4Players.de,Adventure Gamers,Android Central,App Trigger,Areajugones,Atomix,Attack of the Fanboy,AusGamers,BaziCenter,Buried Treasure,But Why Tho?,CD-Action,CGMagazine,COGconnected,Carole Quintaine,Checkpoint Gaming,Comicbook.com,Critical Hit,Cubed3,Cultured Vultures,DarkStation,DarkZero,Destructoid,Dexerto,Digital Chumps,Digital Spy,Digital Trends,Digitally Downloaded,DualShockers,EGM,Easy Allies,Edge Magazine,Eurogamer Italy,Everyeye.it,Finger Guns,Forbes,GAMES.CH,GAMINGbible,GMW3,GRYOnline.pl,Game Debate,Game Informer,Game Over Online,Game Rant,Game Revolution,Game World Navigator Magazine,GameByte,GameCrate,GameCritics,GameGrin,GameMAG,GameOver.gr,GameSkinny,GameSpace,GameSpew,GameSpot,GameStar,GameWatcher,Gameblog.fr,Gamepressure,Gamer Escape,Gamer.nl,Gamer.no,Gamers Heroes,Gamers' Temple,Gamersky,Games.cz,GamesBeat,GamesHub,GamesRadar+,Gaming Age,Gaming Nexus,GamingBolt,GamingTrend,Gfinity,God is a Geek,Guardian,Hardcore Gamer,Het Nieuwsblad,Hey Poor Player,Hobby Consolas,Hooked Gamers,IGN,IGN Adria,IGN France,IGN Italia,IGN Japan,IGN Portugal,IGN Spain,Impulsegamer,Inverse,JeuxActu,Jeuxvideo.com,KeenGamer,LEVEL (Czech Republic),Launcher (The Washington Post),LevelUp,M3,MGG Spain,MMORPG.com,Malditos Nerds,Meristation,Merlin'in Kazanı (Turkey),Metro GameCentral,Millenium,Multiplayer.it,NME,New Game Network,Noisy Pixel,PC Gamer,PC Games,PC Invasion,PCGamesN,PCMag,PLAY! Zine,PlaySense,Player 2,Power Unlimited,Press Start Australia,Quarter to Three,RPG Fan,RPG Site,RPGamer,Ragequit.gr,Riot Pixels,Road to VR,SECTOR.sk,Screen Rant,Shacknews,Shindig,Siliconera,Slant Magazine,Softpedia,SpazioGames,Stevivor,Telegraph,The Digital Fix,The Games Machine,The Indie Game Website,The Loadout,The Mako Reactor,The Overpowered Noobs,TheGamer,TheSixthAxis,TierraGamer,TrueGaming,Trusted Reviews,Twinfinite,UploadVR,VG247,VGC,Vandal,Vgames,Washington Post,Wccftech,We Got This Covered,WellPlayed,Windows Central,Worth Playing,XGN,ZTGD,null_404
Turnip Boy Commits Tax Evasion,212.,72,6.4,/game/pc/turnip-boy-commits-tax-evasion/critic-reviews,,,,,,,70,,,,,,,,,,,,,,,70,,,,,,,,,,70,,,60,,,,,,,,,,,,,,,85,,,,,,70,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,73,,,,,,,,70,,,,,,60,,,80,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rogue Lords,213.,72,4.2,/game/pc/rogue-lords/critic-reviews,,,,,,,,,,,,,,78,,70,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,60,80,,,,,,,,,,,,,,,,,,,,45,,,,,,80,,87,,,90,,,,,,,,75,77,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Shaddai ASCENSION OF THE METATRON,214.,71,tbd,/game/pc/el-shaddai-ascension-of-the-metatron/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mighty Goose,215.,71,7.4,/game/pc/mighty-goose/critic-reviews,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,80,,,,,,,,,,,,,,,,30,,,,,80,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,
Ninja Gaiden: Master Collection,216.,71,4.3,/game/pc/ninja-gaiden-master-collection/critic-reviews,,,,,,,,,,,,80,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,70,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,70,,70,,,,,,,,,,65,65,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,
Mutropolis,217.,71,7.9,/game/pc/mutropolis/critic-reviews,75,90,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,70,,,,,,90,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,60,,,,,,,,,,,,85,,,,,,,,,,,,,,,70,,,,,70,,,,,,,,,,60,,,,,,,,
The Longest Road on Earth,218.,71,5.8,/game/pc/the-longest-road-on-earth/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,70,,,,,60,,,,,,,,,70,,,,90,,,,,,,,,,
Operation: Tango,219.,71,7.8,/game/pc/operation-tango/critic-reviews,,80,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,70,60,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,70,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,
Song of Iron,220.,71,3.8,/game/pc/song-of-iron/critic-reviews,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,75,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,60,,,,,,,,,,
Naraka: Bladepoint,221.,71,7.0,/game/pc/naraka-bladepoint/critic-reviews,,,,,,,,,,,,80,,72,,,,,,,,,,70,,,,,,,,60,60,75,,,,,,,,,,,,,,,,,,,,,,60,75,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,75,,,,,,,70,,,,,,80,60,,90,73,,80,60,,,,,,,,,,,,,,,80,,,,,,72,,,,,,,,,,,,,,,,,,,,,70,,,,,,,
Hoa,222.,71,8.3,/game/pc/hoa/critic-reviews,,,,,,,,,,,,70,,,,70,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,70,,,80,,,,,,,,,,,,,,,,,,,,80,,,,,69,,,,,60,,,,,,,,,,,,,,,,,,,,,,,
Breathedge,223.,71,7.4,/game/pc/breathedge/critic-reviews,59,,,,,,,,,,,70,,,,,,,,80,,,,,,,,,,,,,70,,90,,,,,,,,,,,80,,,,90,,,80,90,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,50,,70,,,,,98,,,65,57,,,,,,,,80,,,,75,,,,,,70,,,,,,,,,,,,,65,,,,,,,,,,,,,,65,,,,,,,,,,,,,60,,,,,,,,,,
White Shadows,224.,71,7.4,/game/pc/white-shadows/critic-reviews,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,80,,,,,,,,,,,,,65,,,,,,,,,,,,,,,60,85,,,75,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,
Lake,225.,70,6.6,/game/pc/lake/critic-reviews,,80,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,60,,80,,,,70,,,,,,,,,,,,70,,,,,,,,,70,80,,,,,,,,,,,,,,,,,,,,70,,,,,,75,,,,,,,65,,,,,,,,,,,,,76,80,,70,,,75,,,,,,,,,73,,,,59,,,60,,,,,,,,,,90,,,,,,,,,,,,,,70,,,,,,,60,,,
Dice Legacy,226.,70,tbd,/game/pc/dice-legacy/critic-reviews,,,,,,,,,,,,70,,82,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,70,,,,50,,,,63,,,,,,,,76,,,,,,,,,,,,,,,,,,,,60,72,,,,,,,70,,,,,,,,,,,,70,85,,,,70,70,,,,,,,,,,,,,,,,,,,,,,,67,,,,80,,,,,,,,,,,,,,,,,,,,,,,,
Last Stop,227.,70,6.9,/game/pc/last-stop/critic-reviews,,70,,,,,,,,,,75,,,,70,70,,,,,,,,,,,,,,70,70,,70,,,,,,,,80,,,,,,,,,,,80,,100,,,,,,,,,,,,,,,,,,,,,70,,70,,,,,60,,,75,,,,,,,65,,,70,,,,,,,,,,80,80,,65,70,,80,,,,,,,,,,,,,,,,60,60,,,40,,60,,,,,,,,,,80,,,,60,,,,65,,,,,,80,,,,
Maquette,228.,70,4.9,/game/pc/maquette/critic-reviews,,60,,,,,,,,,,,,,,70,,70,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,80,,,,,,,,71,,,,,,,,,,,,,,,70,,,,,80,70,,,,,70,,,,,,,,,,,,,75,,,,,,70,,,,,,,,73,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,40,,,,,,,,,,,,,,,,80,,,
Boyfriend Dungeon,229.,70,5.2,/game/pc/boyfriend-dungeon/critic-reviews,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,75,,,,,,,74,,,,,,,,,,50,,,,,,,,,,80,,,,,,60,,,,,,,,,,70,,,75,,,,,,,,,,,,,70,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,76,,,70,,,,,,,,,,,,,,
Scarf,230.,70,8.3,/game/pc/scarf/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,80,,,30,,,,80,,,,,,,80,,,,,,,,,,,,,,,70,,,60,,,,,,,73,,,,74,,,65,,,,,,70,,,,,,,60,,,,,,80,,,,,,,,,,,,,,,80,80,,,,,,72,,,,,70,,,,,,,,,,,,,,,,,,70,,,,,
Gods Will Fall,231.,70,4.4,/game/pc/gods-will-fall/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,40,70,,60,,,,,78,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,65,,,,,,,,,65,,,,,,,,84,60,75,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,50,,,,,,,,,,,,80,,,,,,,
New World,232.,70,5.2,/game/pc/new-world/critic-reviews,,,,,,70,,,,,,,75,82,,,,,,,,,,70,72,,,,,,,,,,,,,,,75,,,,,,,,,,75,,,,70,,60,69,,,,,65,60,80,,,60,,,,,65,,,70,85,,,,80,,,60,,80,,,,,,,,80,,,,,,80,60,,,,,80,75,80,60,,60,80,,60,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,70,,80,,,70,,,,,,,,,,70,,,,
Blue Fire,233.,70,7.1,/game/pc/blue-fire/critic-reviews,68,,,,,,,,,,,60,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,60,,60,50,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,85,,,,,,,,,,,,84,,,,60,,,80,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,69,,,
This Is the President,234.,70,8.0,/game/pc/this-is-the-president/critic-reviews,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,60,,,,,,,,,,,,,,,,,60,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUTS,235.,70,6.1,/game/pc/nuts/critic-reviews,,90,,,,,,,,,,80,,,,,,,,65,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,
Fatal Frame: Maiden of Black Water,236.,69,5.0,/game/pc/fatal-frame-maiden-of-black-water/critic-reviews,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,80,,,,,,,75,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,70,,,,
Moncage,237.,69,tbd,/game/pc/moncage/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,70,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,70,,80,,,,,,,,
Sword of the Necromancer,238.,69,7.5,/game/pc/sword-of-the-necromancer/critic-reviews,58,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,60,,,,,,,,,,,,,,,,,,70,,85,,55,,,,,,93,,,,,,,,85,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,
The Invisible Hand,239.,69,tbd,/game/pc/the-invisible-hand/critic-reviews,,,,,,,,,,,,60,,,,60,,,,75,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,70,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,65,,,70,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aliens: Fireteam Elite,240.,69,5.7,/game/pc/aliens-fireteam-elite/critic-reviews,,,,,,70,,50,,,,70,,,,70,90,,,,,,55,,,,,,,,,,50,,,,,,,,,,,,55,58,,,,75,,,,70,,80,78,70,,,,,,,,,,,,,,,,100,,70,,,,,,,70,,70,,,60,,,,,70,,,,,,,80,,,,,,65,80,55,65,73,70,70,,70,,,,,50,,,,,,,,,,60,,,,,,35,,,78,,,,,80,70,,,,,,,,,,,,,,,,,,
Out of Line,241.,69,8.3,/game/pc/out-of-line/critic-reviews,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,80,,,,,,77,,,,,,,55,,,,,,,,70,,60,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,
Assassin's Creed Valhalla: The Siege of Paris,242.,69,6.5,/game/pc/assassins-creed-valhalla-the-siege-of-paris/critic-reviews,,,,,,,,,,,,65,,74,,,,,,,,,,,,,40,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,80,,95,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,70,,,75,,,,,,60,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,70,71,85,,
Lawn Mowing Simulator,243.,69,5.0,/game/pc/lawn-mowing-simulator/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,70,,,,,,,,,,,,,,,,,,,,,75,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,65,,,,,,,
Monster Energy Supercross - The Official Videogame 4,244.,69,tbd,/game/pc/monster-energy-supercross---the-official-videogame-4/critic-reviews,,,,,,,,,,,,70,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,80,,,,,,,,,,,,,,,80,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,65,,,,70,70,70,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spacebase Startopia,245.,69,2.5,/game/pc/spacebase-startopia/critic-reviews,58,,,,,,,,,,,75,,,,80,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,65,,,,,,,,63,70,50,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,70,,,70,,,,
Nanotale - Typing Chronicles,246.,68,tbd,/game/pc/nanotale---typing-chronicles/critic-reviews,,,,,,,,,,,,60,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,56,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demon Turf,247.,68,tbd,/game/pc/demon-turf/critic-reviews,,,,,,,,,,,,,,,,70,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,70,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,70,,,80,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King of Seas,248.,68,7.5,/game/pc/king-of-seas/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,70,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,72,,,,78,,70,,,,,,,,,,,,68,,,,50,60,,,,,65,,,,80,,,,,,,,,,,,,,,,,65,,,,67,,,
Conway: Disappearance at Dahlia View,249.,68,tbd,/game/pc/conway-disappearance-at-dahlia-view/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,70,,,,,,,,,,,,,,,,,,,,,70,90,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,60,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,55,,,,,
Astria Ascending,250.,68,6.0,/game/pc/astria-ascending/critic-reviews,,,,,,,,,,,90,,,85,,60,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,80,,,,50,,,,,,,90,80,,,,,,,,,,,70,,,,75,,,,,,,60,,,63,,,,,,,65,,,,,,,,,,,,,75,,,70,,,80,,,,,,,,,76,,,,,,,,,,,,,80,,,,,50,,,,,,,,,,,40,,,,,,,,,,,70,
Recompile,251.,68,4.8,/game/pc/recompile/critic-reviews,,,,,,,,,,,65,,,87,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,50,,,,,60,,,,,,,,,,,,,,,,,,,60,,,65,60,,,65,,,65,,,,,,,,,,,,,,,,80,,,,60,,,,,,,90,,,,90,,,65,,,,,,,,,,,,,,,,
Chronicle of Innsmouth: Mountains of Madness,252.,68,7.6,/game/pc/chronicle-of-innsmouth-mountains-of-madness/critic-reviews,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,65,,,60,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,
Battlefield 2042,253.,68,2.1,/game/pc/battlefield-2042/critic-reviews,,,,,,,80,40,,,,,60,90,,80,,,,,,,,75,,,90,,,100,70,,80,75,,,80,,,70,,,65,,,,60,,,45,,,60,40,,70,71,70,80,,50,55,40,70,,87,,,40,70,75,65,,,40,,40,70,60,,84,,70,,,,,70,,,,85,90,,,,40,60,,,,78,65,,80,78,60,66,90,80,70,70,70,60,,80,,75,85,,,,,,40,,,,50,,,,75,83,45,,,90,,,,,40,60,,80,,90,,60,,70,60,,,50,80,70,,,,
Sniper Elite VR,254.,68,7.3,/game/pc/sniper-elite-vr/critic-reviews,63,,,,,,,,,,,,60,,,,,,,,,,,,85,,,,,,,,,,,,,,80,,,,,,,,,,80,,,,,,60,,61,,,60,,,,,,,,,,,,70,,90,,60,,,,70,,,60,,,,,,,78,,,,,,,,,,,,,,,,,60,,85,,,60,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,70,,,
Bright Memory: Infinite,255.,68,7.3,/game/pc/bright-memory-infinite/critic-reviews,,,,,,,,50,,,,,,,,60,,,,,,70,60,,,,,,,,,,,75,80,,,70,,,,70,,,,,,,80,80,,,50,70,,60,74,,,55,,,,,,,,,,,,70,80,70,,,,,,,,,,,,,70,,,,,,,65,,,,,,,,70,,,,70,60,65,80,,,65,,,,,,,60,,,,,,,,,,,,,,,,70,,,,,,,,,50,,,,,,,,68,,,,,85,,65,,,
Shattered - Tale of the Forgotten King,256.,68,tbd,/game/pc/shattered---tale-of-the-forgotten-king/critic-reviews,79,,,,,,,,,,,80,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,65,,,,,75,,,,65,,,,,,,,,,,,,,,,,,70,,,,50,50,,,,,,,,,,,,,,,,,,
Edge Of Eternity,257.,67,7.6,/game/pc/edge-of-eternity/critic-reviews,79,,,,,,,,,,,70,,64,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,90,,,70,,,,,,,,,,,,,,,,,,,,,70,,80,,,,,,,,,,,,,70,,,,,,,,,,,,,60,,,60,,,75,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,70,,,,,,,,,,,65,,,,,,75,
Disjunction,258.,67,tbd,/game/pc/disjunction/critic-reviews,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,35,60,,,,,,,,,,,,,,,,,70,,,,,,70,,,,,,,,70,,,,,,,,,,,,,65,,,,,,,,,,,50,,,,,70,,,,,,,,,,,,,,,,,,,80,72,80,,,,,,,,,,,,,,60,,,80,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,
Alfred Hitchcock: Vertigo,259.,67,7.7,/game/pc/alfred-hitchcock-vertigo/critic-reviews,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,76,65,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,
Say No! More,260.,67,6.0,/game/pc/say-no!-more/critic-reviews,76,,,,,,,,,,,,,,,,,,60,75,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,80,80,,,,,,,,,,,,,,,,,,,,,67,,,,,,,70,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,50,80,,,,,,,,,,,,,,,,,,,,,80,,,,,80,60,,,,,,,,,,,,,,,,,,,,,,,
Alex Kidd in Miracle World DX,261.,67,7.8,/game/pc/alex-kidd-in-miracle-world-dx/critic-reviews,,,,,75,80,,,,,,70,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,77,,,,,,,,,,,,,,,55,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,30,77,,,,,,,,,,,,,,,,,
The Gunk,262.,67,5.3,/game/pc/the-gunk/critic-reviews,,,,50,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,60,,,,,,,,70,,,,,70,,,,,,,,,,65,,,,,,,,,,,,,,,67,,,70,80,,,,,,,,,,,,,,,75,,,,,,75,,,,,,,,,,40,,,70,,,,,,,,,62,,,,75,,,
Nerve,263.,67,tbd,/game/pc/nerve/critic-reviews,,,,,,,70,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,75,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siege Survival: Gloria Victis,264.,67,6.0,/game/pc/siege-survival-gloria-victis/critic-reviews,,,,,,,,,,,,65,,63,,,,,,,,,,,,,,50,,,,,,,,,,,,70,,,,,,71,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,70,,,,,,75,,,,,,,,,,,,,,,,,65,,,77,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
City of Gangsters,265.,67,6.8,/game/pc/city-of-gangsters/critic-reviews,,,,,,,,75,,,,60,,70,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,70,,90,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Into the Pit,266.,67,3.5,/game/pc/into-the-pit/critic-reviews,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,65,,,65,,,,,,,,,,,,,,,,60,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,
Biomutant,267.,67,6.3,/game/pc/biomutant/critic-reviews,59,,,,65,,90,,,,,,,,70,,,,,,,70,80,,,,,,,,,60,,,,,,90,,75,,,,,95,79,,,,85,,60,70,95,,60,68,65,,,,60,40,,,,70,,,60,42,,,75,60,70,,80,,,70,,60,,,79,,80,,60,,,75,,,,,60,68,75,,,,,,75,60,,90,60,50,45,50,60,70,,,,,20,,,,77,59,,,70,80,80,,,,65,,,,60,70,,,,,,,75,,,,,40,45,60,,70,90,,,85,,,
WE ARE FOOTBALL,268.,67,5.5,/game/pc/we-are-football/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,60,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,70,,,,,,,,,,,,,68,,,,,,,60,,,,,60,60,,,,,,,,,,,,,,,,,,,,,75,65,,,,63,,,,,,,,,,,,,,,,,,,,,,,,
Encodya,269.,66,7.8,/game/pc/encodya/critic-reviews,70,80,,,,,,,,,,65,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,80,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,70,,,70,49,,,,60,,,,,,,,50,75,,,,,70,50,,,,,,,,,,,,,,,,,,
