game_name,appid,total_reviews,pos_reviews,neg_reviews,rank,meta_score,user_score,critic_url,4Players.de,Adventure Gamers,Android Central,App Trigger,Areajugones,Atomix,Attack of the Fanboy,AusGamers,BaziCenter,Buried Treasure,But Why Tho?,CD-Action,CGMagazine,COGconnected,Carole Quintaine,Checkpoint Gaming,Comicbook.com,Critical Hit,Cubed3,Cultured Vultures,DarkStation,DarkZero,Destructoid,Dexerto,Digital Chumps,Digital Spy,Digital Trends,Digitally Downloaded,DualShockers,EGM,Easy Allies,Edge Magazine,Eurogamer Italy,Everyeye.it,Finger Guns,Forbes,GAMES.CH,GAMINGbible,GMW3,GRYOnline.pl,Game Debate,Game Informer,Game Over Online,Game Rant,Game Revolution,Game World Navigator Magazine,GameByte,GameCrate,GameCritics,GameGrin,GameMAG,GameOver.gr,GameSkinny,GameSpace,GameSpew,GameSpot,GameStar,GameWatcher,Gameblog.fr,Gamepressure,Gamer Escape,Gamer.nl,Gamer.no,Gamers Heroes,Gamers' Temple,Gamersky,Games.cz,GamesBeat,GamesHub,GamesRadar+,Gaming Age,Gaming Nexus,GamingBolt,GamingTrend,Gfinity,God is a Geek,Guardian,Hardcore Gamer,Het Nieuwsblad,Hey Poor Player,Hobby Consolas,Hooked Gamers,IGN,IGN Adria,IGN France,IGN Italia,IGN Japan,IGN Portugal,IGN Spain,Impulsegamer,Inverse,JeuxActu,Jeuxvideo.com,KeenGamer,LEVEL (Czech Republic),Launcher (The Washington Post),LevelUp,M3,MGG Spain,MMORPG.com,Malditos Nerds,Meristation,Merlin'in Kazanı (Turkey),Metro GameCentral,Millenium,Multiplayer.it,NME,New Game Network,Noisy Pixel,PC Gamer,PC Games,PC Invasion,PCGamesN,PCMag,PLAY! Zine,PlaySense,Player 2,Power Unlimited,Press Start Australia,Quarter to Three,RPG Fan,RPG Site,RPGamer,Ragequit.gr,Riot Pixels,Road to VR,SECTOR.sk,Screen Rant,Shacknews,Shindig,Siliconera,Slant Magazine,Softpedia,SpazioGames,Stevivor,Telegraph,The Digital Fix,The Games Machine,The Indie Game Website,The Loadout,The Mako Reactor,The Overpowered Noobs,TheGamer,TheSixthAxis,TierraGamer,TrueGaming,Trusted Reviews,Twinfinite,UploadVR,VG247,VGC,Vandal,Vgames,Washington Post,Wccftech,We Got This Covered,WellPlayed,Windows Central,Worth Playing,XGN,ZTGD,null_404,parsed_name_x,parsed_name_y
Everhood,1229380,7066,6818,248,25,84,7.2,/game/pc/everhood/critic-reviews,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,85.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,90.0,,,,,,,,,,,,,,79.0,,,,,,,,,,,Everhood,Everhood
Severed Steel,1227690,1239,1164,75,170,74,6.3,/game/pc/severed-steel/critic-reviews,,,,,,,,,,,,75.0,,,,,,,,,,60.0,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,78.0,70.0,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,80.0,,,,,,80.0,,,,80.0,,,,,,,,,,,,,,,,,,80.0,,SeveredSteel,SeveredSteel
Necromunda: Hired Gun,1222370,4107,2941,1166,296,61,6.3,/game/pc/necromunda-hired-gun/critic-reviews,60.0,,,,,,60.0,,,,,60.0,,70.0,,50.0,,,,,,,,,,,,,,,,,60.0,55.0,,,,,,,,,,,,69.0,,,65.0,,,,60.0,,,,70.0,50.0,,,,,,,,,80.0,,,,,,,,,,,,,,,60.0,50.0,,,59.0,,,,,,,50.0,,,,,,65.0,,,,,,60.0,55.0,,53.0,,48.0,,75.0,60.0,,80.0,,,,,60.0,,,,,62.0,,,,,,,,,53.0,,,,78.0,,,,,,70.0,,,,,,60.0,,85.0,,,,,,,,,,,NecromundaHiredGun,NecromundaHiredGun
Blue Fire,1220150,1577,1291,286,233,70,7.1,/game/pc/blue-fire/critic-reviews,68.0,,,,,,,,,,,60.0,,,,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,60.0,,60.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,85.0,,,,,,,,,,,,84.0,,,,60.0,,,80.0,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,69.0,,,,BlueFire,BlueFire
King of Seas,1209410,556,322,234,248,68,7.5,/game/pc/king-of-seas/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,70.0,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,78.0,,70.0,,,,,,,,,,,,68.0,,,,50.0,60.0,,,,,65.0,,,,80.0,,,,,,,,,,,,,,,,,65.0,,,,67.0,,,,KingofSeas,KingofSeas
Happy Game,1206060,1246,1136,110,107,78,8,/game/pc/happy-game/critic-reviews,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,80.0,90.0,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,,,88.0,,63.0,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,90.0,,,,65.0,,HappyGame,HappyGame
Monster Jam Steel Titans 2,1205480,148,116,32,309,56,tbd,/game/pc/monster-jam-steel-titans-2/critic-reviews,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,50.0,,,,,,,30.0,,,,,60.0,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MonsterJamSteelTitans2,MonsterJamSteelTitans2
Turnip Boy Commits Tax Evasion,1205450,5029,4745,284,212,72,6.4,/game/pc/turnip-boy-commits-tax-evasion/critic-reviews,,,,,,,70.0,,,,,,,,,,,,,,,70.0,,,,,,,,,,70.0,,,60.0,,,,,,,,,,,,,,,85.0,,,,,,70.0,,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,73.0,,,,,,,,70.0,,,,,,60.0,,,80.0,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TurnipBoyCommitsTaxEvasion,TurnipBoyCommitsTaxEvasion
Naraka: Bladepoint,1203220,87742,69834,17908,221,71,7,/game/pc/naraka-bladepoint/critic-reviews,,,,,,,,,,,,80.0,,72.0,,,,,,,,,,70.0,,,,,,,,60.0,60.0,75.0,,,,,,,,,,,,,,,,,,,,,,60.0,75.0,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,75.0,,,,,,,70.0,,,,,,80.0,60.0,,90.0,73.0,,80.0,60.0,,,,,,,,,,,,,,,80.0,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,NarakaBladepoint,NARAKABLADEPOINT
Stonefly,1198590,74,65,9,283,64,tbd,/game/pc/stonefly/critic-reviews,,,,,,,,,,,,70.0,,74.0,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,80.0,,40.0,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,90.0,71.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,50.0,,,,,,,,,,,Stonefly,Stonefly
Resident Evil Village,1196590,69131,66293,2838,43,83,8.4,/game/pc/resident-evil-village/critic-reviews,,,,,88.0,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,78.0,,,,90.0,,,80.0,,,90.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,83.0,,,,,85.0,92.0,,,,85.0,80.0,85.0,80.0,80.0,,,,,,40.0,,,,87.0,68.0,,,,,,,,,,,80.0,,,,,,,,,,,90.0,,,,,,,,,,,90.0,,,,,ResidentEvilVillage,ResidentEvilVillage
WE ARE FOOTBALL,1196470,1038,795,243,268,67,5.5,/game/pc/we-are-football/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,60.0,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,70.0,,,,,,,,,,,,,68.0,,,,,,,60.0,,,,,60.0,60.0,,,,,,,,,,,,,,,,,,,,,75.0,65.0,,,,63.0,,,,,,,,,,,,,,,,,,,,,,,,,WEAREFOOTBALL,WEAREFOOTBALL
Moncage,1195290,2742,2618,124,237,69,tbd,/game/pc/moncage/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,70.0,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,70.0,,80.0,,,,,,,,,Moncage,Moncage
Say No! More,1191900,457,419,38,260,67,6,/game/pc/say-no!-more/critic-reviews,76.0,,,,,,,,,,,,,,,,,,60.0,75.0,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,80.0,80.0,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,70.0,,,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,50.0,80.0,,,,,,,,,,,,,,,,,,,,,80.0,,,,,80.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,SayNo!More,SayNo!More
Vesper,1187840,53,45,8,115,78,6.9,/game/pc/vesper/critic-reviews,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,80.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,83.0,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,78.0,,,,87.0,,,,,,,,,,,,,,,,,,,,,,,,,Vesper,Vesper
Shovel Knight Pocket Dungeon,1184760,185,161,24,26,84,7.7,/game/pc/shovel-knight-pocket-dungeon/critic-reviews,,,,,,,,,,,,,85.0,,,,,,,,,,80.0,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,95.0,,,,95.0,,90.0,,80.0,80.0,,80.0,,,,,,,,,,,,,,,,,,,,,,,,90.0,,80.0,,,85.0,,,,,,,,,,,,,,,,90.0,90.0,,80.0,,,,,,,,,,,,,,,,,,,,,77.0,,,,,,,,,,,ShovelKnightPocketDungeon,ShovelKnightPocketDungeon
Pathfinder: Wrath of the Righteous,1184370,16958,14437,2521,41,83,7.7,/game/pc/pathfinder-wrath-of-the-righteous/critic-reviews,,,,,,,,,,,,85.0,,85.0,,80.0,,,70.0,,,,,,,,,,,,,,80.0,,,,,,,,,,,80.0,,89.0,,,,,,,,95.0,,,87.0,,,,,,,85.0,,88.0,90.0,,,,,,80.0,80.0,,,,,,,,,80.0,,80.0,87.0,,90.0,,88.0,,,,,,,,,,75.0,,,,,85.0,82.0,,,,76.0,,85.0,,,,,,,,,,,,,82.0,,,80.0,80.0,,,,,80.0,,,,,,,,,90.0,,,,,,,,,,,,80.0,,,,90.0,,,,PathfinderWrathoftheRighteous,PathfinderWrathoftheRighteous
Impostor Factory,1182620,6682,6453,229,76,80,8.5,/game/pc/impostor-factory/critic-reviews,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,80.0,,,,,,93.0,,,,,,,,,,,,,,,,80.0,,,,80.0,,67.0,,,,,,,,,,,,,91.0,,,,,,,,,,80.0,,,81.0,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,ImpostorFactory,ImpostorFactory
Bright Memory: Infinite,1178830,25636,23909,1727,255,68,7.3,/game/pc/bright-memory-infinite/critic-reviews,,,,,,,,50.0,,,,,,,,60.0,,,,,,70.0,60.0,,,,,,,,,,,75.0,80.0,,,70.0,,,,70.0,,,,,,,80.0,80.0,,,50.0,70.0,,60.0,74.0,,,55.0,,,,,,,,,,,,70.0,80.0,70.0,,,,,,,,,,,,,70.0,,,,,,,65.0,,,,,,,,70.0,,,,70.0,60.0,65.0,80.0,,,65.0,,,,,,,60.0,,,,,,,,,,,,,,,,70.0,,,,,,,,,50.0,,,,,,,,68.0,,,,,85.0,,65.0,,,,BrightMemoryInfinite,BrightMemoryInfinite
INDUSTRIA,1172650,837,648,189,289,63,6.2,/game/pc/industria/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,40.0,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,60.0,,,,,,,,,,,INDUSTRIA,INDUSTRIA
Boomerang X,1170060,514,489,25,65,81,7.3,/game/pc/boomerang-x/critic-reviews,,,,,,,,,,,,80.0,,72.0,,70.0,,,,,,80.0,90.0,,90.0,,,,,,,80.0,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,80.0,,80.0,,70.0,80.0,,,,,,,,,,75.0,90.0,,,,,,,,83.0,,,,75.0,100.0,,65.0,,,70.0,,,,,,,,,,,,,,,,90.0,80.0,,,,85.0,,,,,80.0,,,,,,80.0,,,,,,,,,,,,,,,,,,,BoomerangX,BoomerangX
Siege Survival: Gloria Victis,1167140,867,728,139,264,67,6,/game/pc/siege-survival-gloria-victis/critic-reviews,,,,,,,,,,,,65.0,,63.0,,,,,,,,,,,,,,50.0,,,,,,,,,,,,70.0,,,,,,71.0,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,70.0,,,,,,75.0,,,,,,,,,,,,,,,,,65.0,,,77.0,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SiegeSurvivalGloriaVictis,SiegeSurvivalGloriaVictis
White Shadows,1158890,203,165,38,224,71,7.4,/game/pc/white-shadows/critic-reviews,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,80.0,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,60.0,85.0,,,75.0,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,WhiteShadows,WhiteShadows
The Great Ace Attorney Chronicles,1158850,2626,2537,89,42,83,6.4,/game/pc/the-great-ace-attorney-chronicles/critic-reviews,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,80.0,,,,90.0,,,,,,,,,,,,,73.0,80.0,80.0,,,,,,,,,90.0,90.0,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TheGreatAceAttorneyChronicles,TheGreatAceAttorneyChronicles
Aragami 2,1158370,1785,1281,504,281,65,5.5,/game/pc/aragami-2/critic-reviews,,,,,70.0,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,90.0,,,60.0,,,,59.0,,,,70.0,,,,,,,,,,,,80.0,40.0,,,,60.0,,,,,50.0,,,,,,,,,,70.0,,,,,,,,,,78.0,,,80.0,,,,,,55.0,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,60.0,70.0,,,,,,,,,,,75.0,,,70.0,,,,,Aragami2,Aragami2
Nebuchadnezzar,1157220,899,721,178,183,73,5.7,/game/pc/nebuchadnezzar/critic-reviews,80.0,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,80.0,,,,,,,,,,,,,,,74.0,70.0,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nebuchadnezzar,Nebuchadnezzar
Chorus,1153640,973,851,122,140,76,7.4,/game/pc/chorus/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,90.0,90.0,,,,,,,82.0,,70.0,80.0,,,,,,,,,,,,,,85.0,,,,,,,,90.0,80.0,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,80.0,50.0,,,,,,,,,,,,,,,75.0,,70.0,,,80.0,,,,,,,,,,,,,,75.0,,,,,,,,,60.0,,,,,,,,Chorus,Chorus
Skul: The Hero Slayer,1147560,30503,28609,1894,74,80,6.4,/game/pc/skul-the-hero-slayer/critic-reviews,,,,,,,,,,,,,,85.0,,,,,,,70.0,,,,83.0,,,,,,,,70.0,,,,,,,,,,,,,,,,80.0,90.0,,,90.0,90.0,,,,,,,,,,,,,,,,,83.0,,,,,,,,,80.0,,,80.0,,,82.0,,,,,,,,87.0,60.0,,,,,,,83.0,,,,82.0,,,80.0,,,80.0,,,,,,,,,,,,,,,,90.0,,,,,,,,,,82.0,80.0,,,,,80.0,,,,,,,,,,,,,,,,,,,SkulTheHeroSlayer,SkulTheHeroSlayer
The Big Con,1139280,212,210,2,137,77,5.5,/game/pc/the-big-con/critic-reviews,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,80.0,85.0,,70.0,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,80.0,,,,,,,,,,,,,,,,,,,,,70.0,70.0,,,,,,,,,,,,,,,,,,,,,,,83.0,,,,,85.0,80.0,,,,,TheBigCon,TheBigCon
Black Book,1138660,2896,2754,142,168,75,8.7,/game/pc/black-book/critic-reviews,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,,,,75.0,80.0,,80.0,80.0,,,76.0,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,88.0,,70.0,,68.0,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,BlackBook,BlackBook
Encodya,1137450,214,178,36,269,66,7.8,/game/pc/encodya/critic-reviews,70.0,80.0,,,,,,,,,,65.0,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,80.0,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,70.0,,,70.0,49.0,,,,60.0,,,,,,,,50.0,75.0,,,,,70.0,50.0,,,,,,,,,,,,,,,,,,,Encodya,Encodya
Sherlock Holmes: Chapter One,1137300,1058,897,161,127,77,7.4,/game/pc/sherlock-holmes-chapter-one/critic-reviews,,,,,,,,,,,,,85.0,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,83.0,80.0,,,,,,,,83.0,80.0,,,,,,,,,,80.0,,,,,,,,70.0,71.0,,,,72.0,,,75.0,,,,,,,,,,,,,,,73.0,,80.0,70.0,80.0,,,,,,,,,,,,90.0,,,,,,,,,,,,,,81.0,70.0,,,,,,,65.0,,40.0,,,,,,,85.0,,,,,,,,SherlockHolmesChapterOne,SherlockHolmesChapterOne
Unpacking,1135690,7494,6894,600,31,84,7.8,/game/pc/unpacking/critic-reviews,,,,,,,,,,,,,,86.0,,80.0,,,,,,,,,,,,,,,85.0,80.0,,90.0,,,,,,,,,,,,,,,70.0,,,,80.0,55.0,,,85.0,,90.0,,,,,,,,,,100.0,,,,,,,95.0,,80.0,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,80.0,,85.0,,,75.0,,,,,,,100.0,,,,,,,,,80.0,,,80.0,,,,80.0,,,,80.0,,,,,,,,,,,,,85.0,,,,,90.0,,,,,,Unpacking,Unpacking
King's Bounty II,1135300,4024,2568,1456,284,64,4.7,/game/pc/kings-bounty-ii/critic-reviews,,,,,,,,80.0,65.0,,,75.0,,71.0,,60.0,,,40.0,40.0,,,,,,,,,,,,,,50.0,,,80.0,,,60.0,,,,,,,,,60.0,65.0,,50.0,,65.0,,,80.0,45.0,,70.0,,,40.0,90.0,,,50.0,,,,,74.0,,,,,,,60.0,80.0,,,60.0,,,69.0,,,,88.0,,,70.0,,,,,,75.0,,,,,,65.0,80.0,,49.0,,59.0,70.0,65.0,60.0,,60.0,,58.0,,,,,,,84.0,60.0,,,,,,,,,68.0,,,,70.0,,,,,,,,,,,,,,,,,,,50.0,,,,60.0,,KingsBountyII,KingsBountyII
F1 2021,1134570,23832,20200,3632,16,86,3.2,/game/pc/f1-2021/critic-reviews,84.0,,,,,85.0,,90.0,,,,90.0,85.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,90.0,,,,,,80.0,,,90.0,,,,,,,90.0,,90.0,,,,,,,,80.0,,,,,,,,,,,,,,,,80.0,,,92.0,,,,80.0,,,80.0,,,,,,,,70.0,,,,,89.0,80.0,,,91.0,90.0,85.0,80.0,,,,,,,,,,,,,,,,80.0,,,,,83.0,85.0,,,,,,,,,,,,,,,,,85.0,,,90.0,,,,94.0,85.0,,,F12021,F12021
Medieval Dynasty,1129580,23752,21546,2206,188,73,7.3,/game/pc/medieval-dynasty/critic-reviews,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,74.0,,,75.0,,,,,,,,,,,,,,75.0,,,,,,,,,,,,70.0,,,,,,,,,,,,,,70.0,,,,,,75.0,,,,74.0,60.0,80.0,,,,,,,,,,,,78.0,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,MedievalDynasty,MedievalDynasty
Mini Motorways,1127500,11720,11255,465,14,86,6.7,/game/pc/mini-motorways/critic-reviews,76.0,,,,,,,,,,90.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,90.0,,,,,80.0,,,,,,,90.0,,,,,,,90.0,,,,,,,,,,,,,,,,,,80.0,,,90.0,,,,,,,,,,,,,,,80.0,,,70.0,,,,,,90.0,,,,,,,,,80.0,,100.0,,,,,,,90.0,,,,,,MiniMotorways,MiniMotorways
Humankind,1124300,17937,12449,5488,119,78,6.9,/game/pc/humankind/critic-reviews,,,,,,,,,,,,85.0,80.0,80.0,,70.0,,,,75.0,,,,,,,,,,,,60.0,80.0,90.0,,,85.0,,,80.0,,,,,,76.0,,,,,,,90.0,,,60.0,78.0,75.0,90.0,80.0,,70.0,90.0,,,,70.0,80.0,,90.0,,,,,,80.0,,,100.0,,,,70.0,,80.0,90.0,,80.0,,,,,80.0,,,,,,,75.0,,80.0,,70.0,80.0,90.0,80.0,70.0,,71.0,80.0,75.0,80.0,,80.0,,83.0,,,,,,,,68.0,,,,,,,,85.0,78.0,,,,77.0,,,,,,90.0,78.0,,70.0,70.0,,,,80.0,,,80.0,,75.0,,95.0,,,,Humankind,HUMANKIND
Curse of the Dead Gods,1123770,5198,4552,646,104,78,7.6,/game/pc/curse-of-the-dead-gods/critic-reviews,73.0,,,,,,,,,,,85.0,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,73.0,,70.0,,,,,,,,80.0,90.0,,,,81.0,,,,,,,,,,,,,,,,,85.0,,,,,,,,,90.0,,80.0,,,80.0,,,,,,70.0,80.0,,,,,,75.0,,,,,75.0,,,,,,70.0,,,,,,,,,80.0,,,,69.0,,,,,,,,,,,,,81.0,,,,,,,,,,,,,,,,,,,,,,,,,CurseoftheDeadGods,CurseoftheDeadGods
Chicory: A Colorful Tale,1123450,1409,1387,22,4,90,7.4,/game/pc/chicory-a-colorful-tale/critic-reviews,,100.0,,,,,,,,,,80.0,100.0,,,90.0,,,,,,,95.0,,,,,,,,,90.0,,,,,,,,,,88.0,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,90.0,,,,,,,,85.0,,,95.0,,,,,,80.0,,,,95.0,,,85.0,,90.0,,,,,,,,,,,,100.0,,,,,,,,90.0,,,90.0,,,,,85.0,,,,,90.0,,,,,,,,82.0,,,85.0,,,,,,,,ChicoryAColorfulTale,ChicoryAColorfulTale
GRIME,1123050,2710,2328,382,62,81,8,/game/pc/grime/critic-reviews,,,,,,,,,,,,,,82.0,,80.0,,,,,,,,,,,,,,,,,80.0,80.0,80.0,,,,,,,,,,,,,,55.0,,,,90.0,80.0,,,,,,,,,,,,,,,,,,,,90.0,,95.0,,80.0,,70.0,,,90.0,,,92.0,,,,,,,,,,,,,,,,,,,,80.0,100.0,,75.0,,,85.0,,,,,,,,,,,,89.0,,,,,80.0,,,70.0,,78.0,,,,,60.0,,,,,80.0,,75.0,,,,,,,85.0,,,,80.0,,,,,,GRIME,GRIME
Last Stop,1122690,113,82,31,227,70,6.9,/game/pc/last-stop/critic-reviews,,70.0,,,,,,,,,,75.0,,,,70.0,70.0,,,,,,,,,,,,,,70.0,70.0,,70.0,,,,,,,,80.0,,,,,,,,,,,80.0,,100.0,,,,,,,,,,,,,,,,,,,,,70.0,,70.0,,,,,60.0,,,75.0,,,,,,,65.0,,,70.0,,,,,,,,,,80.0,80.0,,65.0,70.0,,80.0,,,,,,,,,,,,,,,,60.0,60.0,,,40.0,,60.0,,,,,,,,,,80.0,,,,60.0,,,,65.0,,,,,,80.0,,,,,LastStop,LastStop
The Artful Escape,1122680,642,601,41,80,80,6.4,/game/pc/the-artful-escape/critic-reviews,,,,,,,80.0,,,,,,70.0,,,100.0,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,80.0,,,90.0,90.0,,,,,,,,,,90.0,,90.0,,70.0,,,,,,,,,80.0,,,82.0,,,,,,,75.0,85.0,,,,,,,,75.0,,,,80.0,,,65.0,75.0,,,,,,,,,,,,,,,,,,40.0,60.0,,,80.0,,,,,,,90.0,,,,,,80.0,80.0,,,,,,85.0,,,70.0,,,100.0,,,,,TheArtfulEscape,TheArtfulEscape
Astria Ascending,1121780,194,112,82,250,68,6,/game/pc/astria-ascending/critic-reviews,,,,,,,,,,,90.0,,,85.0,,60.0,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,80.0,,,,50.0,,,,,,,90.0,80.0,,,,,,,,,,,70.0,,,,75.0,,,,,,,60.0,,,63.0,,,,,,,65.0,,,,,,,,,,,,,75.0,,,70.0,,,80.0,,,,,,,,,76.0,,,,,,,,,,,,,80.0,,,,,50.0,,,,,,,,,,,40.0,,,,,,,,,,,70.0,,AstriaAscending,AstriaAscending
